"StartDate","EndDate","Duration (in seconds)","S_Participant_ID","S_Consent","S_Age","S_EN_Level","S_EN_Exposure","S_L1","S_L2s","S_Regional_Background","OB_Messe","OB_Teil","OB_Fach","OB_Kind","OB_Floß","OB_Klöster","OB_Bett","Q_Task","Q_List","Q_ID","Q_Response","Q_Gender","Q_Lemma","Q_Lemma_HasRhymes","Q_PL_Form","Q_PL_Label","Q_PL_HasUmlaut","Q_PL_Suffix","Q_PL_Form_Src"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q31_9","4","das","klot","rhymes","klöten","other",FALSE,"other","speakers > 3"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q31_10","2","das","klot","rhymes","klotten","other",FALSE,"other","speakers > 3"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q31_11","1","das","klot","rhymes","klötte","other",FALSE,"other","speakers > 3"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_1","4","der","mur","rhymes","mur","zero",FALSE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_2","2","der","mur","rhymes","mür","umlaut_zero",TRUE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","check",1,"Q32_3","1","der","mur","rhymes","gut","other",FALSE,"other",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_4","3","der","mur","rhymes","mure","e",FALSE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_5","2","der","mur","rhymes","müre","umlaut_e",TRUE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_6","4","der","mur","rhymes","muren","en",FALSE,"en",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_7","2","der","mur","rhymes","murer","er",FALSE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_8","1","der","mur","rhymes","mürer","umlaut_er",TRUE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_9","1","der","mur","rhymes","murs","s",FALSE,"s",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q32_10","4","der","mur","rhymes","murren","other",FALSE,"other","speakers > 3"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q53_1","2","der","pisch","rhymes","pisch","zero",FALSE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q53_2","4","der","pisch","rhymes","pische","e",FALSE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q53_3","2","der","pisch","rhymes","pischen","en",FALSE,"en",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q53_4","2","der","pisch","rhymes","pischer","er",FALSE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q53_5","1","der","pisch","rhymes","pischs","s",FALSE,"s",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q53_6","1","der","pisch","rhymes","phchcs","other",FALSE,"other","ED score > -1"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_1","4","das","raun","rhymes","raun","zero",FALSE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_2","2","das","raun","rhymes","räun","umlaut_zero",TRUE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_3","4","das","raun","rhymes","raune","e",FALSE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_4","4","das","raun","rhymes","räune","umlaut_e",TRUE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_5","4","das","raun","rhymes","raunen","en",FALSE,"en",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_6","2","das","raun","rhymes","rauner","er",FALSE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_7","2","das","raun","rhymes","räuner","umlaut_er",TRUE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_8","1","das","raun","rhymes","rauns","s",FALSE,"s",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q37_9","1","das","raun","rhymes","rauen","other",FALSE,"other","ED score > -1"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_1","3","der","bnaupf","","bnaupf","zero",FALSE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_2","3","der","bnaupf","","bnäupf","umlaut_zero",TRUE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_3","4","der","bnaupf","","bnaupfe","e",FALSE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_4","4","der","bnaupf","","bnäupfe","umlaut_e",TRUE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_5","4","der","bnaupf","","bnaupfen","en",FALSE,"en",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_6","2","der","bnaupf","","bnaupfer","er",FALSE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_7","2","der","bnaupf","","bnäupfer","umlaut_er",TRUE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_8","1","der","bnaupf","","bnaupfs","s",FALSE,"s",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q41_9","1","der","bnaupf","","beupffe","other",FALSE,"other","ED score > -1"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_1","3","der","fnahf","","fnahf","zero",FALSE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_2","4","der","fnahf","","fnähf","umlaut_zero",TRUE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_3","2","der","fnahf","","fnahfe","e",FALSE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_4","4","der","fnahf","","fnähfe","umlaut_e",TRUE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_5","4","der","fnahf","","fnahfen","en",FALSE,"en",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_6","2","der","fnahf","","fnahfer","er",FALSE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_7","2","der","fnahf","","fnähfer","umlaut_er",TRUE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_8","1","der","fnahf","","fnahfs","s",FALSE,"s",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_9","4","der","fnahf","","fnähfen","other",FALSE,"other","ED score > -1"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q44_10","1","der","fnahf","","flahfe","other",FALSE,"other","ED score > -1"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q59_1","4","die","fneik","","fneik","zero",FALSE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q59_2","4","die","fneik","","fneike","e",FALSE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q59_3","4","die","fneik","","fneiken","en",FALSE,"en",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q59_4","2","die","fneik","","fneiker","er",FALSE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q59_5","1","die","fneik","","fneiks","s",FALSE,"s",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q59_6","1","die","fneik","","fneikne","other",FALSE,"other","ED score > -1"
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_1","4","die","plaupf","","plaupf","zero",FALSE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_2","2","die","plaupf","","pläupf","umlaut_zero",TRUE,"zero",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_3","4","die","plaupf","","plaupfe","e",FALSE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_4","4","die","plaupf","","pläupfe","umlaut_e",TRUE,"e",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_5","1","die","plaupf","","plaupfen","en",FALSE,"en",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_6","3","die","plaupf","","plaupfer","er",FALSE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_7","3","die","plaupf","","pläupfer","umlaut_er",TRUE,"er",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","check",1,"Q58_8","1","die","plaupf","","sehr","other",FALSE,"other",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_9","1","die","plaupf","","plaupfs","s",FALSE,"s",NA
"2020-04-07 07:10:25","2020-04-07 07:23:20",775,"R_AMMnQOIDKKrK0kp",1,4,6,5,"Deutsch","","Bayern, DE","Messer","Teile","Fächer","Kinder","Flöße","Klöster","Betten","rating",1,"Q58_10","4","die","plaupf","","pflaupfen","other",FALSE,"other","speakers > 3"
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q1","Brale","der","bral","rhymes","brale","e",FALSE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q2","Kachen","die","kach","rhymes","kachen","en",FALSE,"en",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q3","Klots","das","klot","rhymes","klots","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q4","Muren","der","mur","rhymes","muren","en",FALSE,"en",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q5","Nuhlen","die","nuhl","rhymes","nuhlen","en",FALSE,"en",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q6","Pinder","das","pind","rhymes","pinder","er",FALSE,"er",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q7","Pische","der","pisch","rhymes","pische","e",FALSE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q8","Pünder","die","pund","rhymes","pünder","umlaut_er",TRUE,"er",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q9","Räune","das","raun","rhymes","räune","umlaut_e",TRUE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q10","Spände","der","spand","rhymes","spände","umlaut_e",TRUE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q12","Vags","die","vag","rhymes","vags","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q13","Sperter","das","spert","rhymes","sperter","er",FALSE,"er",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q14","Bnäupfe","der","bnaupf","","bnäupfe","umlaut_e",TRUE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q15","Bneiks","die","bneik","","bneiks","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q16","Bnöhk","das","bnöhk","","bnöhk","zero",FALSE,"zero",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q17","Fnahfe","der","fnahf","","fnahfe","e",FALSE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q18","Fneiks","die","fneik","","fneiks","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q19","Fnöhks","das","fnöhk","","fnöhks","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q20","Pläks","der","pläk","","pläks","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q21","Plaupfe","die","plaupf","","plaupfe","e",FALSE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q22","Pleiks","das","pleik","","pleiks","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q23","Pnähfe","der","pnähf","","pnähfe","e",FALSE,"e",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q24","Prönger","die","pröng","","prönger","er",FALSE,"er",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","production",1,"Q28","Snauks","das","snauk","","snauks","s",FALSE,"s",NA
"2020-04-07 07:18:58","2020-04-07 07:32:05",786,"R_zZ0hSQLhCPGG6GZ",1,2,8,5,"Deutsch, Englisch","Französisch (B2), Tschechisch (A1)","34497, Korbach, DE","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q31_1","1","das","klot","rhymes","klot","zero",FALSE,"zero",NA
